caseid,age,sex,fulltime_emp,phys_challenge,sleep,homework,socializing
20160706160629,61,Male,Full time,No difficulty,505,0,165
20160706160631,18,Female,No answer,No difficulty,818,0,360
20160706160632,58,Female,No answer,No difficulty,480,0,140
20160706160636,26,Female,No answer,No difficulty,465,0,300
20160706160644,40,Male,Full time,No difficulty,540,0,755
20160706160648,43,Female,No answer,No difficulty,595,0,230
20160706160649,53,Female,No answer,No difficulty,390,0,80
20160706160651,53,Female,No answer,No difficulty,477,0,360
20160706160660,64,Male,Part time,No difficulty,585,0,420
20160706160661,37,Female,Part time,No difficulty,630,0,180
20160706160667,52,Male,No answer,No difficulty,480,0,315
20160706160668,15,Female,No answer,No difficulty,596,0,625
20160706160683,48,Male,Full time,No difficulty,465,0,90
20160706160712,15,Male,No answer,No difficulty,825,180,270
20160706160715,36,Female,Full time,No difficulty,450,0,0
20160706160722,80,Female,No answer,No difficulty,480,0,535
20160706160723,37,Male,Full time,No difficulty,420,0,515
20160706160732,60,Male,Full time,No difficulty,450,0,210
20160706160735,64,Female,No answer,Has difficulty,445,0,560
20160706160738,39,Male,Full time,No difficulty,465,0,223
20160706160740,59,Male,No answer,Has difficulty,540,0,765
20160706160743,39,Male,Full time,No difficulty,545,0,140
20160706160747,63,Female,Part time,Has difficulty,459,0,15
20160706160748,67,Female,No answer,No difficulty,574,0,816
20160706160749,59,Male,Full time,No difficulty,375,0,260
20160706160754,65,Female,No answer,Has difficulty,567,0,480
20160706160755,63,Female,No answer,Has difficulty,720,0,565
20160706160756,30,Male,Full time,No difficulty,535,0,540
20160706160764,58,Male,Full time,No difficulty,448,0,120
20160706160768,52,Female,Full time,No difficulty,710,0,338
20160706160769,67,Male,No answer,No difficulty,380,0,845
20160706160770,27,Male,Full time,No difficulty,515,0,90
20160706160777,45,Male,Full time,No difficulty,370,0,55
20160706160778,42,Male,Full time,No difficulty,350,0,320
20160706160781,35,Female,Full time,No difficulty,300,0,90
20160706160785,34,Female,Full time,No difficulty,443,0,60
20160706160789,69,Female,No answer,No difficulty,525,0,420
20160706160790,54,Female,Full time,No difficulty,1047,0,240
20160706160791,78,Female,Part time,No difficulty,565,0,165
20160706160793,49,Male,Full time,No difficulty,430,0,689
20160706160797,80,Female,No answer,No difficulty,570,0,193
20160706160799,45,Male,Full time,No difficulty,390,0,180
20160706160800,54,Female,Full time,No difficulty,645,0,120
20160706160804,21,Male,No answer,No difficulty,598,90,417
20160706160808,43,Male,Full time,No difficulty,388,0,255
20160706160825,24,Female,No answer,No difficulty,750,0,276
20160706160829,43,Female,Full time,Has difficulty,590,0,120
20160706160830,71,Male,No answer,No difficulty,360,0,250
20160706160834,55,Male,No answer,No difficulty,540,0,165
20160706160840,56,Female,Full time,No difficulty,360,0,315
20160706160845,74,Male,Part time,No difficulty,510,0,360
20160706160848,54,Male,Full time,No difficulty,720,0,0
20160706160851,80,Male,No answer,No difficulty,640,0,320
20160706160853,34,Female,Full time,No difficulty,390,0,22
20160706160855,17,Female,Part time,No difficulty,560,0,65
20160706160862,70,Female,No answer,No difficulty,420,0,420
20160706160864,57,Female,Part time,No difficulty,585,0,355
20160706160865,70,Female,No answer,No difficulty,420,0,570
20160706160870,46,Male,Full time,No difficulty,584,0,577
20160706160874,46,Male,Full time,No difficulty,565,0,390
20160706160875,65,Male,Part time,No difficulty,504,0,208
20160706160876,65,Female,No answer,No difficulty,600,0,390
20160706160892,52,Male,Full time,No difficulty,660,0,420
20160706160893,50,Male,Full time,No difficulty,420,0,330
20160706160901,45,Female,No answer,No difficulty,480,0,0
20160706160906,71,Female,No answer,No difficulty,493,0,270
20160706160909,60,Female,Full time,No difficulty,510,0,165
20160706160910,32,Male,Full time,No difficulty,520,0,160
20160706160911,68,Female,No answer,Has difficulty,645,0,655
20160706160917,29,Female,Full time,No difficulty,600,0,145
20160706160922,40,Male,Full time,No difficulty,420,0,60
20160706160923,43,Female,Full time,No difficulty,265,0,275
20160706160924,56,Male,No answer,No difficulty,360,0,855
20160706160930,71,Female,No answer,No difficulty,600,0,479
20160706160931,28,Female,Full time,No difficulty,600,406,45
20160706160935,49,Female,Full time,No difficulty,600,0,200
20160706160943,45,Female,Full time,No difficulty,600,0,393
20160706160945,41,Male,Full time,No difficulty,540,0,270
20160706160946,31,Female,Part time,No difficulty,565,0,0
20160706160947,26,Female,Full time,No difficulty,460,0,120
20160706160953,44,Female,Part time,No difficulty,510,0,185
20160706160954,74,Male,No answer,No difficulty,475,0,260
20160706160958,35,Male,Full time,No difficulty,540,0,270
20160706160960,66,Female,No answer,Has difficulty,450,0,70
20160706160961,40,Female,Full time,No difficulty,510,0,165
20160706160963,45,Female,Full time,No difficulty,470,0,155
20160706160965,64,Female,Part time,No difficulty,510,0,164
20160706160969,37,Female,Full time,No difficulty,420,0,140
20160706160972,55,Male,Full time,No difficulty,240,0,448
20160706160974,67,Female,No answer,Has difficulty,540,0,430
20160706160977,55,Male,Full time,No difficulty,520,0,30
20160706160980,37,Female,Full time,No difficulty,690,0,110
20160706160989,31,Female,Full time,No difficulty,620,0,530
20160706160991,56,Male,Part time,No difficulty,1360,0,0
20160706160993,29,Female,No answer,No difficulty,550,0,120
20160706160994,23,Male,Full time,No difficulty,690,0,65
20160706160995,40,Male,Full time,No difficulty,375,0,200
20160706161008,26,Female,Full time,No difficulty,630,0,80
20160706161009,44,Female,No answer,No difficulty,635,0,215
20160706161011,38,Female,Full time,No difficulty,558,0,5
20160706161013,25,Male,Full time,No difficulty,268,118,178
20160706161014,46,Female,Part time,No difficulty,545,0,360
20160706161018,54,Male,Full time,No difficulty,510,0,464
20160706161022,55,Female,No answer,Has difficulty,480,0,570
20160706161026,28,Female,Part time,No difficulty,540,0,683
20160706161033,50,Female,Full time,No difficulty,450,0,431
20160706161036,28,Female,Full time,No difficulty,475,0,0
20160706161037,44,Female,No answer,No difficulty,405,0,410
20160706161038,39,Male,Full time,No difficulty,515,0,150
20160706161039,32,Female,No answer,No difficulty,420,0,290
20160706161044,65,Male,No answer,No difficulty,621,0,670
20160706161051,36,Female,No answer,No difficulty,480,0,220
20160706161054,77,Male,Part time,No difficulty,405,0,431
20160706161056,50,Female,No answer,Has difficulty,622,0,155
20160706161057,80,Female,No answer,Has difficulty,210,0,1195
20160706161058,41,Male,Full time,No difficulty,320,0,125
20160706161059,62,Male,Full time,No difficulty,375,0,150
20160706161075,76,Female,No answer,No difficulty,500,0,215
20160706161076,75,Female,No answer,No difficulty,510,0,510
20160706161078,45,Male,Full time,No difficulty,720,0,330
20160706161079,54,Female,Full time,No difficulty,490,0,195
20160706161080,71,Female,No answer,No difficulty,295,0,475
20160706161089,35,Female,Full time,No difficulty,452,0,135
20160706161090,21,Female,No answer,No difficulty,630,0,269
20160706161092,57,Male,Full time,No difficulty,405,0,0
20160706161102,75,Female,No answer,No difficulty,690,0,540
20160706161103,27,Male,No answer,No difficulty,480,0,920
20160706161109,67,Female,No answer,No difficulty,420,0,455
20160706161115,76,Male,No answer,No difficulty,449,0,440
20160706161118,64,Female,No answer,No difficulty,510,0,120
20160706161119,70,Male,No answer,No difficulty,555,0,480
20160706161121,67,Female,No answer,No difficulty,480,0,595
20160706161124,39,Female,Full time,No difficulty,482,0,671
20160706161131,50,Male,Full time,No difficulty,380,0,15
20160706161133,64,Female,No answer,No difficulty,350,0,415
20160706161134,51,Female,Full time,No difficulty,390,0,227
20160706161143,67,Female,No answer,Has difficulty,595,0,315
20160706161144,85,Male,No answer,No difficulty,1288,0,120
20160706161146,48,Male,Full time,No difficulty,540,0,627
20160706161155,74,Female,No answer,No difficulty,480,0,460
20160706161157,26,Male,Part time,No difficulty,330,0,340
20160706161159,80,Female,No answer,No difficulty,75,0,715
20160706161160,85,Female,No answer,Has difficulty,445,0,160
20160706161164,40,Male,Full time,No difficulty,299,0,510
20160706161165,34,Male,Full time,No difficulty,480,0,390
20160706161167,27,Male,No answer,No difficulty,524,0,355
20160706161171,65,Female,No answer,No difficulty,1155,0,105
20160706161172,18,Male,No answer,Has difficulty,630,0,783
20160706161177,45,Male,No answer,No difficulty,525,0,300
20160706161179,23,Male,Full time,No difficulty,450,0,300
20160706161181,32,Male,Full time,No difficulty,540,60,145
20160706161183,69,Male,No answer,No difficulty,510,0,480
20160706161185,61,Male,No answer,No difficulty,540,0,810
20160706161190,28,Female,Full time,No difficulty,620,0,330
20160706161192,45,Female,Full time,No difficulty,470,0,107
20160706161193,67,Female,Part time,No difficulty,612,0,180
20160706161200,45,Female,Full time,No difficulty,435,0,275
20160706161201,46,Male,Full time,No difficulty,570,0,155
20160706161202,50,Male,No answer,Has difficulty,747,0,365
20160706161209,55,Female,Part time,No difficulty,330,0,400
20160706161220,42,Male,Full time,No difficulty,352,0,0
20160706161222,61,Male,Full time,No difficulty,330,0,150
20160706161224,21,Male,No answer,Has difficulty,600,0,805
20160706161228,36,Female,No answer,No difficulty,565,0,185
20160706161233,32,Female,Full time,No difficulty,615,0,150
20160706161235,39,Female,Part time,No difficulty,485,0,230
20160706161237,32,Female,Full time,No difficulty,510,0,205
20160706161244,53,Male,Full time,No difficulty,360,0,607
20160706161256,80,Female,No answer,No difficulty,330,0,613
20160706161266,40,Female,No answer,No difficulty,540,0,120
20160706161267,40,Male,Full time,No difficulty,535,0,210
20160706161276,41,Female,No answer,No difficulty,495,0,90
20160706161279,72,Female,No answer,No difficulty,510,0,390
20160706161280,44,Male,Full time,No difficulty,490,0,430
20160706161282,72,Female,No answer,No difficulty,420,0,480
20160706161283,74,Female,No answer,No difficulty,497,0,400
20160706161285,73,Male,No answer,No difficulty,465,0,155
20160706161288,56,Male,No answer,Has difficulty,420,0,870
20160706161289,33,Female,Full time,No difficulty,550,0,150
20160706161290,49,Female,Part time,No difficulty,480,0,239
20160706161292,78,Female,No answer,No difficulty,480,0,270
20160706161293,25,Male,No answer,No difficulty,388,0,408
20160706161294,36,Male,Full time,No difficulty,450,0,30
20160706161317,36,Female,Full time,No difficulty,585,0,173
20160706161318,25,Male,Full time,No difficulty,510,0,20
20160706161321,17,Male,Part time,No difficulty,660,0,350
20160706161325,25,Female,No answer,No difficulty,840,0,60
20160706161330,36,Male,Part time,No difficulty,580,0,225
20160706161331,27,Male,Full time,No difficulty,570,0,484
20160706161337,37,Male,Full time,No difficulty,360,0,0
20160706161342,65,Female,No answer,Has difficulty,510,0,30
20160706161345,43,Female,Part time,No difficulty,511,0,165
20160706161347,73,Female,No answer,No difficulty,490,0,95
20160706161349,69,Male,No answer,No difficulty,525,0,779
20160706161350,38,Female,No answer,No difficulty,700,0,180
20160706161351,34,Female,Part time,No difficulty,420,0,325
20160706161353,45,Female,Part time,No difficulty,420,0,277
20160706161362,41,Male,Full time,No difficulty,419,0,0
20160706161363,65,Male,Full time,No difficulty,700,0,395
20160706161366,35,Male,Full time,No difficulty,510,0,100
20160706161370,52,Male,Full time,No difficulty,450,0,155
20160706161376,66,Male,No answer,No difficulty,660,0,540
20160706161377,29,Female,No answer,No difficulty,627,0,505
20160706161379,44,Female,Part time,No difficulty,450,0,495
20160706161389,34,Male,Full time,No difficulty,590,0,420
20160706161393,85,Male,No answer,Has difficulty,540,0,475
20160706161394,29,Female,Full time,No difficulty,619,0,140
20160706161395,57,Female,Full time,No difficulty,755,0,180
20160706161396,72,Male,No answer,Has difficulty,505,0,645
20160706161400,61,Female,Full time,No difficulty,660,0,253
20160706161406,62,Female,No answer,No difficulty,450,0,680
20160706161409,41,Female,No answer,No difficulty,510,0,30
20160706161413,75,Male,No answer,No difficulty,580,0,455
20160706161414,39,Male,Full time,No difficulty,640,0,640
20160706161417,46,Male,Full time,No difficulty,1190,0,125
20160706161419,36,Female,No answer,No difficulty,710,0,272
20160706161422,36,Male,Full time,No difficulty,510,0,398
20160706161427,55,Male,Full time,No difficulty,300,0,0
20160706161428,47,Female,Part time,No difficulty,565,0,60
20160706161431,35,Female,No answer,No difficulty,485,0,290
20160706161434,33,Female,Full time,No difficulty,420,0,236
20160706161438,85,Male,No answer,Has difficulty,390,0,405
20160706161443,53,Female,No answer,No difficulty,500,0,140
20160706161446,34,Male,Full time,No difficulty,555,0,465
20160706161449,27,Female,Full time,No difficulty,896,0,480
20160706161452,54,Male,No answer,No difficulty,600,0,465
20160706161455,47,Female,Full time,No difficulty,615,0,405
20160706161457,57,Male,Full time,No difficulty,450,0,182
20160706161461,50,Female,No answer,No difficulty,465,0,505
20160706161468,48,Male,Full time,No difficulty,495,0,60
20160706161473,57,Female,Full time,No difficulty,480,0,380
20160706161474,44,Male,Full time,No difficulty,510,0,0
20160706161481,50,Female,Part time,Has difficulty,600,0,709
20160706161486,63,Female,No answer,No difficulty,390,0,555
20160706161488,55,Female,Part time,No difficulty,440,0,230
20160706161489,62,Female,No answer,No difficulty,570,0,315
20160706161496,43,Male,Full time,No difficulty,575,0,240
20160706161498,52,Male,Full time,No difficulty,420,0,158
20160706161501,48,Female,Part time,No difficulty,372,0,215
20160706161523,40,Female,No answer,No difficulty,540,0,445
20160706161524,21,Male,Full time,No difficulty,450,0,180
20160706161525,55,Female,Part time,No difficulty,540,0,190
20160706161528,51,Male,Full time,No difficulty,481,0,145
20160706161533,50,Female,No answer,Has difficulty,1100,0,30
20160706161535,74,Female,No answer,No difficulty,650,0,480
20160706161537,32,Female,Full time,No difficulty,860,0,370
20160706161541,42,Female,Full time,No difficulty,435,0,0
20160706161545,78,Male,No answer,No difficulty,553,0,572
20160706161547,25,Male,Full time,No difficulty,690,180,120
20160706161551,40,Female,Full time,No difficulty,735,0,200
20160706161554,69,Male,No answer,No difficulty,600,0,405
20160706161555,46,Female,No answer,No difficulty,540,0,730
20160706161558,65,Female,No answer,No difficulty,660,0,670
20160706161559,40,Male,Full time,No difficulty,595,0,45
20160706161561,66,Male,No answer,Has difficulty,525,0,387
20160706161562,15,Male,No answer,No difficulty,913,0,385
20160706161563,47,Female,Part time,No difficulty,495,0,560
20160706161565,65,Female,No answer,No difficulty,630,0,420
20160706161569,57,Male,Full time,No difficulty,635,0,140
20160706161570,78,Male,No answer,No difficulty,570,0,575
20160706161575,34,Female,Part time,No difficulty,715,0,348
20160706161583,63,Male,No answer,No difficulty,465,0,428
20160706161586,69,Female,No answer,No difficulty,553,0,523
20160706161588,70,Male,No answer,Has difficulty,600,0,800
20160706161592,63,Male,No answer,No difficulty,600,0,240
20160706161593,46,Male,Full time,No difficulty,560,0,0
20160706161594,38,Male,Full time,No difficulty,245,0,0
20160706161595,24,Female,Full time,No difficulty,510,0,124
20160706161597,37,Female,Full time,No difficulty,960,0,390
20160706161598,23,Female,Full time,No difficulty,510,0,50
20160706161599,54,Male,Full time,No difficulty,690,0,60
20160706161621,71,Female,No answer,Has difficulty,420,0,465
20160706161630,74,Male,No answer,No difficulty,465,0,800
20160706161631,65,Female,Full time,No difficulty,503,0,60
20160706161634,36,Female,No answer,No difficulty,668,0,365
20160706161635,63,Male,No answer,No difficulty,505,0,343
20160706161639,63,Female,No answer,No difficulty,570,0,125
20160706161640,69,Male,Full time,No difficulty,445,0,396
20160706161643,39,Male,Full time,No difficulty,579,0,15
20160706161645,25,Male,Full time,No difficulty,690,0,173
20160706161648,66,Male,Full time,No difficulty,432,0,300
20160706161653,73,Female,No answer,Has difficulty,468,0,870
20160706161656,39,Female,Full time,No difficulty,455,0,330
20160706161659,73,Female,No answer,Has difficulty,463,0,522
20160706161661,58,Male,No answer,No difficulty,450,0,780
20160706161671,38,Female,Part time,No difficulty,645,0,545
20160706161680,34,Male,Full time,No difficulty,390,0,270
20160706161681,41,Male,Full time,No difficulty,600,0,270
20160706161682,34,Male,No answer,No difficulty,720,0,713
20160706161683,74,Female,No answer,No difficulty,480,0,321
20160706161687,72,Female,No answer,No difficulty,510,0,350
20160706161691,41,Female,Part time,No difficulty,420,0,100
20160706161701,30,Male,Full time,No difficulty,660,0,260
20160706161709,69,Male,No answer,Has difficulty,510,0,540
20160706161723,68,Female,Full time,No difficulty,465,0,115
20160706161725,30,Male,Part time,No difficulty,880,0,250
20160706161726,57,Male,Full time,No difficulty,705,0,355
20160706161730,53,Female,Full time,No difficulty,470,0,192
20160706161742,80,Female,No answer,No difficulty,540,0,780
20160706161743,28,Female,Part time,No difficulty,680,0,90
20160706161745,64,Female,Full time,No difficulty,690,0,640
20160706161755,37,Male,Full time,No difficulty,390,0,120
20160706161756,32,Male,Full time,No difficulty,420,0,280
20160706161760,80,Male,No answer,No difficulty,810,0,440
20160706161763,44,Female,Full time,No difficulty,535,0,300
20160706161765,36,Female,Part time,No difficulty,540,0,190
20160706161767,80,Female,No answer,No difficulty,540,0,809
20160706161769,50,Female,Full time,No difficulty,530,0,300
20160706161785,80,Female,No answer,No difficulty,710,0,330
20160706161786,19,Female,Full time,No difficulty,360,0,841
20160706161787,66,Male,Full time,No difficulty,1050,0,120
20160706161793,31,Female,Part time,No difficulty,780,0,0
20160706161794,37,Female,Part time,No difficulty,680,0,252
20160706161798,69,Female,No answer,Has difficulty,505,0,410
20160706161800,80,Female,No answer,Has difficulty,555,0,291
20160706161802,58,Female,No answer,No difficulty,450,0,555
20160706161805,58,Male,Full time,No difficulty,600,0,90
20160706161809,46,Male,Full time,No difficulty,525,0,170
20160706161811,77,Male,No answer,No difficulty,525,0,410
20160706161812,61,Male,Full time,No difficulty,375,0,305
20160706161818,62,Female,Full time,No difficulty,480,0,180
20160706161825,68,Female,No answer,No difficulty,680,0,646
20160706161827,73,Female,Part time,No difficulty,460,0,190
20160706161829,22,Male,No answer,No difficulty,555,70,437
20160706161831,22,Female,No answer,No difficulty,601,0,200
20160706161833,24,Female,Part time,No difficulty,420,0,0
20160706161839,57,Female,No answer,No difficulty,810,0,150
20160706161840,32,Male,Full time,No difficulty,315,0,110
20160706161841,36,Female,Full time,No difficulty,360,0,120
20160706161844,43,Female,Full time,No difficulty,405,0,45
20160706161847,27,Female,No answer,No difficulty,720,0,459
20160706161849,73,Female,No answer,No difficulty,540,0,426
20160706161853,42,Male,Full time,No difficulty,755,0,365
20160706161855,48,Female,Full time,No difficulty,480,0,130
20160706161856,29,Male,Full time,No difficulty,650,0,340
20160706161858,67,Female,No answer,No difficulty,537,0,210
20160706161859,47,Male,Full time,No difficulty,380,0,165
20160706161870,41,Male,Full time,No difficulty,480,0,180
20160706161871,63,Male,Full time,No difficulty,790,0,0
20160706161901,33,Female,Full time,No difficulty,420,0,550
20160706161905,58,Male,Full time,No difficulty,360,0,400
20160706161908,29,Male,Full time,No difficulty,565,0,180
20160706161911,65,Female,Part time,No difficulty,240,0,100
20160706161916,16,Female,No answer,No difficulty,660,0,450
20160706161917,62,Male,No answer,Has difficulty,385,0,684
20160706161921,55,Female,Full time,No difficulty,490,0,45
20160706161922,60,Female,Full time,No difficulty,805,0,180
20160706161924,41,Male,Full time,No difficulty,420,0,75
20160706161940,67,Female,Part time,No difficulty,585,0,60
20160706161941,47,Female,No answer,No difficulty,450,0,205
20160706161942,80,Female,No answer,Has difficulty,605,0,319
20160706161945,43,Male,Full time,No difficulty,510,0,170
20160706161946,68,Female,Part time,No difficulty,435,0,112
20160706161949,47,Female,Full time,No difficulty,412,0,330
20160706161953,17,Female,No answer,No difficulty,90,0,0
20160706161954,39,Male,Full time,No difficulty,570,0,80
20160706161958,42,Male,Full time,No difficulty,420,0,150
20160706161959,67,Male,No answer,No difficulty,480,0,304
20160706161961,26,Female,No answer,No difficulty,690,0,375
20160706161972,51,Female,Full time,No difficulty,362,0,280
20160706161980,60,Female,Full time,No difficulty,675,0,143
20160706161982,27,Male,Full time,No difficulty,480,0,230
20160706161984,25,Male,Full time,Has difficulty,450,0,240
20160706161992,18,Male,No answer,No difficulty,523,0,656
20160706161993,29,Male,Full time,No difficulty,365,0,20
20160706161996,64,Female,No answer,No difficulty,450,0,545
20160706161999,78,Female,No answer,No difficulty,450,0,400
20160706162003,55,Female,No answer,No difficulty,470,0,60
20160706162007,59,Female,Full time,No difficulty,440,0,340
20160706162009,20,Female,Part time,No difficulty,745,0,180
20160706162012,43,Female,Full time,No difficulty,614,0,120
20160706162014,80,Female,No answer,No difficulty,590,0,420
20160706162020,46,Male,Full time,No difficulty,480,0,20
20160706162023,63,Male,No answer,No difficulty,590,0,270
20160706162028,53,Female,Part time,No difficulty,530,0,274
20160706162029,43,Female,No answer,No difficulty,680,0,60
20160706162030,52,Female,Full time,No difficulty,500,0,185
20160706162032,76,Male,No answer,No difficulty,480,0,606
20160706162035,40,Female,Part time,No difficulty,660,0,528
20160706162038,36,Male,Full time,No difficulty,450,0,92
20160706162042,79,Female,No answer,No difficulty,450,0,845
20160706162044,35,Female,Part time,No difficulty,450,0,55
20160706162045,36,Female,Full time,No difficulty,760,0,120
20160706162047,85,Male,No answer,No difficulty,630,0,220
20160706162050,26,Male,Full time,No difficulty,560,0,150
20160706162052,44,Male,No answer,Has difficulty,462,0,500
20160706162055,41,Male,Full time,No difficulty,695,0,457
20160706162056,71,Female,Part time,Has difficulty,525,0,690
20160706162058,47,Female,Full time,No difficulty,535,0,0
20160706162061,31,Female,Full time,No difficulty,330,0,150
20160706162066,33,Female,Full time,No difficulty,705,0,235
20160706162073,36,Male,Full time,No difficulty,540,0,0
20160706162076,45,Male,Full time,No difficulty,380,0,280
20160706162077,18,Male,No answer,No difficulty,790,0,215
20160706162083,30,Male,Full time,No difficulty,495,0,225
20160706162089,76,Female,No answer,No difficulty,570,0,215
20160706162091,68,Female,No answer,No difficulty,400,0,375
20160706162092,62,Male,Full time,No difficulty,630,0,60
20160706162095,66,Male,No answer,Has difficulty,540,0,790
20160706162097,26,Male,Full time,No difficulty,325,0,439
20160706162103,26,Female,Full time,No difficulty,495,180,0
20160706162104,58,Male,No answer,Has difficulty,630,0,380
20160706162110,56,Female,Full time,No difficulty,450,0,135
20160706162111,31,Female,No answer,No difficulty,635,0,270
20160706162113,30,Female,Full time,No difficulty,614,0,130
20160706162118,85,Male,No answer,Has difficulty,540,0,840
20160706162120,23,Female,No answer,No difficulty,600,0,68
20160706162122,53,Female,No answer,No difficulty,645,0,325
20160706162134,57,Female,Full time,No difficulty,570,0,320
20160706162141,35,Male,Part time,No difficulty,615,0,540
20160706162150,32,Male,Full time,No difficulty,585,0,240
20160706162153,58,Female,No answer,No difficulty,265,0,235
20160706162155,71,Male,No answer,No difficulty,570,0,690
20160706162160,85,Female,No answer,Has difficulty,570,0,385
20160706162165,71,Male,No answer,No difficulty,600,0,483
20160706162171,80,Female,No answer,Has difficulty,768,0,428
20160706162180,33,Female,Full time,No difficulty,425,0,45
20160706162182,50,Male,Full time,No difficulty,634,0,210
20160706162183,37,Male,Full time,No difficulty,420,0,575
20160706162188,31,Male,Full time,No difficulty,410,0,215
20160706162189,69,Female,Full time,No difficulty,490,0,78
20160706162190,46,Female,Full time,No difficulty,635,0,155
20160706162193,36,Female,Full time,Has difficulty,530,0,0
20160706162194,37,Female,Full time,No difficulty,570,0,45
20160706162196,70,Male,No answer,No difficulty,585,0,590
20160706162201,55,Female,No answer,No difficulty,501,0,300
20160706162203,23,Male,Full time,No difficulty,630,0,685
20160706162207,19,Female,No answer,No difficulty,360,0,270
20160706162210,52,Male,Full time,No difficulty,525,0,233
20160706162211,44,Female,No answer,Has difficulty,595,0,0
20160706162218,36,Female,No answer,No difficulty,590,0,0
20160706162222,31,Female,No answer,No difficulty,442,0,190
20160706162228,16,Female,Full time,No difficulty,600,0,45
20160706162233,60,Female,No answer,No difficulty,600,0,603
20160706162236,62,Female,No answer,No difficulty,580,0,573
20160706162239,36,Female,Full time,No difficulty,540,0,90
20160706162241,56,Female,No answer,No difficulty,480,240,160
20160706162245,78,Female,No answer,No difficulty,510,0,230
20160706162246,24,Male,Full time,No difficulty,625,0,480
20160706162247,85,Female,No answer,Has difficulty,520,0,400
20160706162248,80,Female,No answer,No difficulty,390,0,493
20160706162250,55,Female,Full time,No difficulty,480,0,75
20160706162252,78,Female,No answer,No difficulty,465,0,390
20160706162260,60,Female,Part time,No difficulty,540,0,0
20160706162262,66,Female,Part time,No difficulty,480,0,180
20160706162264,54,Female,Full time,No difficulty,420,0,385
20160706162268,48,Male,Full time,No difficulty,590,0,465
20160706162270,31,Male,No answer,No difficulty,470,0,350
20160706162274,55,Female,Full time,No difficulty,331,0,382
20160706162276,74,Female,No answer,No difficulty,390,0,360
20160706162280,42,Female,Full time,No difficulty,525,90,15
20160706162285,16,Male,No answer,No difficulty,570,0,525
20160706162286,45,Female,Full time,No difficulty,1350,0,60
20160706162288,55,Male,Full time,No difficulty,658,0,300
20160706162292,54,Female,Full time,No difficulty,440,0,298
20160706162297,50,Female,No answer,No difficulty,650,0,120
20160706162300,46,Female,Part time,No difficulty,360,0,3
20160706162302,37,Female,Full time,No difficulty,480,0,417
20160706162303,59,Female,No answer,No difficulty,480,0,605
20160706162305,47,Female,Full time,No difficulty,585,0,20
20160706162307,80,Female,No answer,No difficulty,560,0,685
20160706162308,25,Male,Full time,No difficulty,362,0,225
20160706162315,21,Male,Full time,No difficulty,720,0,450
20160706162318,27,Female,Part time,No difficulty,780,0,284
20160706162319,75,Female,No answer,Has difficulty,620,0,290
20160706162320,59,Female,Part time,No difficulty,540,0,510
20160706162323,24,Male,Full time,No difficulty,390,0,235
20160706162324,39,Female,Full time,No difficulty,510,0,65
20160706162325,52,Female,Part time,No difficulty,510,0,310
20160706162328,23,Female,Full time,Has difficulty,420,0,345
20160706162330,62,Male,Full time,No difficulty,480,0,120
20160706162332,51,Female,Full time,No difficulty,660,0,250
20160706162333,29,Male,No answer,No difficulty,186,0,415
20160706162336,19,Female,Full time,No difficulty,479,0,535
20160706162338,43,Female,Full time,No difficulty,540,0,90
20160706162345,68,Male,No answer,No difficulty,555,0,275
20160706162346,39,Male,Full time,No difficulty,520,0,10
20160706162352,49,Female,No answer,No difficulty,630,0,407
20160706162362,57,Female,Full time,No difficulty,180,0,818
20160706162368,74,Female,No answer,No difficulty,390,0,773
20160706162375,57,Female,Full time,No difficulty,460,0,175
20160706162379,65,Female,No answer,No difficulty,480,0,270
20160706162380,74,Female,No answer,Has difficulty,514,0,418
20160706162381,43,Male,Full time,No difficulty,463,0,160
20160706162382,46,Female,Part time,No difficulty,510,0,149
20160706162385,54,Male,No answer,Has difficulty,390,0,775
20160706162390,48,Male,Full time,No difficulty,419,0,65
20160706162392,23,Male,No answer,No difficulty,630,0,180
20160706162398,64,Female,Full time,No difficulty,620,0,230
20160706162402,75,Female,No answer,Has difficulty,600,0,507
20160706162404,28,Male,Full time,No difficulty,630,0,495
20160706162406,71,Female,No answer,No difficulty,450,0,545
20160706162414,61,Male,Full time,No difficulty,610,0,210
20160706162419,29,Female,Part time,No difficulty,685,0,245
20160706162420,22,Male,No answer,No difficulty,420,505,380
20160706162422,54,Male,Full time,No difficulty,540,0,30
20160706162423,43,Male,No answer,No difficulty,520,0,660
20160706162425,31,Male,Full time,No difficulty,455,0,185
20160706162427,37,Male,Full time,No difficulty,710,0,490
20160706162428,54,Female,No answer,No difficulty,600,0,295
20160706162429,37,Male,Full time,No difficulty,400,0,160
20160706162434,51,Male,Full time,No difficulty,660,0,420
20160706162442,17,Male,Full time,No difficulty,505,0,0
20160706162448,62,Female,No answer,Has difficulty,230,0,335
20160706162452,52,Male,Full time,No difficulty,525,0,0
20160706162459,64,Male,No answer,Has difficulty,450,0,305
20160706162462,24,Female,Part time,No difficulty,405,0,45
20160706162465,37,Female,Full time,No difficulty,510,0,56
20160706162467,40,Female,No answer,No difficulty,408,0,300
20160706162469,49,Male,Full time,No difficulty,690,0,715
20160706162470,31,Male,Full time,No difficulty,660,0,90
20160706162471,33,Male,Full time,No difficulty,705,0,275
20160706162475,55,Female,No answer,No difficulty,505,0,85
20160706162478,32,Female,Full time,No difficulty,595,0,295
